407-81-14228,(유)도시광고산업,김희만,건설.제조,금속구조물.옥내외광고물 외,063-633-9036,city3350@hanmail.net,전북특별자치도 남원시 도통동 609-1 (유)도시광고산업,남원도통,0,063-633-3350,010-4114-3350,,일별,YES,등록
313-81-00400,(유)동양상사,윤충희,도매업,양주,041-933-5565,dy6777@hanmail.net,충청남도 보령시 궁촌동 109-35,충청남도 보령시 궁촌동 109-35,1,041-932-6777,,,일별,YES,등록
401-81-40790,(유)미광기획,오제형,제조업,옥외광고물,063-466-9496,mkad0801@hanmail.net,전북특별자치도 군산시 서수면 상장곤윗길 77,전북특별자치도 군산시 서수면 상장곤윗길 77,1,063-466-9493,010-3479-2365,,일별,YES,등록
151-81-02682,(유)소노싸인,오채연,제조업,옥외광고물 제작 및 설치,063-731-2504,sonosign22@hanmail.net,전북특별자치도 군산시 평화길 118 (장미동) 1층,전북특별자치도 군산시 평화길 118 (장미동) 1층,1,063-731-2503,,,미분류,YES,등록
401-81-31156,(유)싸인텍,조규성,제조업,광고제조업 옥외광고물,063-445-8668,signtechok@hanmail.net,전북특별자치도 군산시 해망로 225,동군산,0,063-462-8686,010-3082-8686,,일별,YES,등록
503-87-02681,(유)청강산업개발,"팽재진,최우영",부동산업,부동산컨설팅,,jsy4922@naver.com,전북특별자치도 전주시 덕진구 세병로 30 (송천동2가),전북특별자치도 전주시 덕진구 세병로 30 (송천동2가),1,055-240-6521,,,미분류,YES,등록
410-86-87509,(유)태원안전철물,신명원,도소매,철물,062-953-3779,twplaza@hanmail.net,광주광역시 광산구 사암로 849 (도천동),광주광역시 광산구 사암로 849 (도천동),1,062-953-3771,,,미분류,YES,등록
401-81-35661,(유)하나광고(군산),김종호,제조업,간판 현수막,063-467-8589,hana8589@hanmail.net,전북특별자치도 군산시 십자다리길 18 (산북동),전북특별자치도 군산시 십자다리길 18 (산북동),1,010-3935-5654,,,일별,YES,등록
314-82-13467,(재)대전문화재단,염홍철,,,042-480-1099,kmhyang@dcaf.or.kr,대전광역시 유성구 대덕대로 480 (도룡동),대전광역시 유성구 대덕대로 480 (도룡동),1,042-480-1023,010-5209-2013,,미분류,YES,등록
523-87-03423,(주) 디오글로벌파트너스,이성민,서비스,경영 컨설팅업,,smplus727@naver.com,대전광역시 서구 둔산로 63 (둔산동) 403-323호,대전광역시 서구 둔산로 63 (둔산동) 403-323호,1,010-8296-1050,010-8296-1050,,일별,YES,등록
121-81-95588,(주) 상남,박남식,제조업.도.소매,다웰바 어셈블리.외,032-578-0004,,인천광역시 서구 가좌동 539-3,인천광역시 서구 가좌동 539-3,1,032-579-0066,010-9150-8668,,미분류,YES,등록
201-81-27784,(주) 세영씨앤씨그래픽스,김형락,제조,인쇄,,syg7096@sycnc.co.kr,"서울특별시 금천구 가산디지털2로 144 (가산동) 1007호-1011호(가산동, 현대테라타워 가산디케이)","서울특별시 금천구 가산디지털2로 144 (가산동) 1007호-1011호(가산동, 현대테라타워 가산디케이)",1,010-3391-4463,010-3391-4463,,일별,YES,등록
702-85-00175,(주) 이비가푸드,김영철,음식점업,중식,,ilove9394@nate.com,인천광역시 서구 서곶로 322 (심곡동),인천광역시 서구 서곶로 322 (심곡동),1,,,,미분류,YES,등록
615-81-21733,(주)간판공장-밀양,강필자,제조,간판,,,경상남도 밀양시 내이동 622-4,경상남도 밀양시 내이동 622-4,1,055-353-2295,,,미분류,YES,등록
314-86-43595,(주)광재상사,정산용,제조,광고물,,rhkdwotkdtk1@naver.com,대전 서구 괴정로178 1층,대전 서구 괴정로178 1층,1,010-5450-4584,010-5450-4584,,일별,YES,등록
512-81-08066,(주)교안산업,이현주,건설.제조,철물공사.간판외,,lhj2558@naver.com,경상북도 예천군 예천읍 남본리 77-14 ㈜교안산업,경상북도 예천군 예천읍 남본리 77-14 ㈜교안산업,1,054-655-0488,,,미분류,YES,등록
314-81-54990,(주)금강코리아,"서승억,서상목",,,,,대전광역시 대덕구 오정로9번길 2 (오정동),대전광역시 대덕구 오정로9번길 2 (오정동),1,010-5404-1269,,,,YES,등록
305-81-71165,(주)금석건설,김덕래,건설,시설물유지관리,822-3590,drk2001@hanmail.net,대전광역시 유성구 갑동로25번길 110 (갑동),대전광역시 유성구 갑동로25번길 110 (갑동),1,822-3580,,,미분류,YES,등록
210-81-64352,(주)기프트존,강용구,도매,화장품,02-956-2477,giftzone@hanmail.net,서울특별시 도봉구 시루봉로 192 (방학동),서울특별시 도봉구 시루봉로 192 (방학동),1,02-956-4479,,,미분류,YES,등록
244-87-03141,(주)꺼먹지푸드,유재현,제조업,식품제조,,hwang92222@hanmail.net,세종특별자치시 마음로 96 (고운동) 2층 201호,세종특별자치시 마음로 96 (고운동) 2층 201호,1,,,,일별,YES,등록
120-81-74896,(주)넷피아닷컴,이판정,서비스.도매,프로그램.S/W개발,,,서울특별시 영등포구 여의도동 13-6 기계산업진흥회 KOAMI 빌딩 신관 11층,서울특별시 영등포구 여의도동 13-6 기계산업진흥회 KOAMI 빌딩 신관 11층,1,,,,미분류,YES,등록
136-81-16116,(주)누리플랜,이상우,제조 도소매,철구조물 및 시공업외,02-2679-4104,,경기도 김포시 대곶면 송마리 329-1,경기도 김포시 대곶면 송마리 329-1,1,02-2679-4100,,,미분류,YES,등록
516-81-00066,(주)늘픔이엔티,윤현화,서비스,공연기획,,ggconcert@naver.com,대전광역시 유성구 대덕대로577번길 37 (도룡동) 203호,대전광역시 유성구 대덕대로577번길 37 (도룡동) 203호,1,1588-2532,010-8369-1970,,미분류,YES,등록
215-81-37578,(주)단월드,박종필,서비스.제조 외,단학.뇌호흡수련. 외,,healing07@hanmail.net,서울특별시 강남구 논현동 277-20 아모제논현빌딩,서울특별시 강남구 논현동 277-20 아모제논현빌딩,1,010-7688-7720,,,미분류,YES,등록
305-81-48965,(주)대덕폐차사업소,성주천,제조 도매 소매 부동산,고철가공 무역 고철가공판매,042-673-9735,daedeok1@kotis.net,대전광역시 대덕구 대화동 225-6 대덕폐차사업소,대전광역시 대덕구 대화동 225-6 대덕폐차사업소,1,042-636-2121,,,미분류,YES,등록
314-86-08356,(주)대동컴퍼니,박광재,서비스,전시 이벤트업,,7979no1@naver.com,대전광역시 중구 계백로 1719 (오류동) 519호,대전광역시 중구 계백로 1719 (오류동) 519호,1,010-4466-5586,010-4466-5586,,미분류,YES,등록
206-81-20224,(주)대림장재,안용태,도매,장의용품,,daelim4226@naver.com,경기도 광주시 곤지암읍 가마을길 217,경기도 광주시 곤지암읍 가마을길 217,1,031-761-4226,,,미분류,YES,등록
410-81-68564,(주)대산씨앤디(대산기업),오종택,"건설,부동산",임대,062-383-0015,daesan0011@hanmail.net,광주광역시 서구 칠성로 137 (광천동),광주광역시 서구 칠성로 137 (광천동),1,062-384-0077,010-4605-2230,,일별,YES,등록
180-81-01959,(주)대전세종둔산간호학원,정상복,서비스,간호학원,,5261555@naver.com,대전광역시 서구 대덕대로167번길 5 (갈마동) 6층 1호,대전광역시 서구 대덕대로167번길 5 (갈마동) 6층 1호,1,,,,미분류,YES,등록
305-81-05364,(주)대전일보사,신수용,제조업,일간신문발간,,,대전광역시 서구 갈마동 274-7 대전일보사,대전광역시 서구 갈마동 274-7 대전일보사,1,251-3804,,,미분류,YES,등록
513-88-00902,(주)데크,안민영,제조업,제재 및 목재가공,054-242-1551,dk787700@naver.com,경상북도 포항시 북구 청하면 사방공원길 449-1,경상북도 포항시 북구 청하면 사방공원길 449-1,1,054-242-5115,,,미분류,YES,등록
128-87-04571,(주)도원이엔씨,김창식,건설업,조경시설물설치공사업,031-911-4859,down_enc@nate.com,"경기도 고양시 일산동구 정발산로 24 (장항동) 8층, 814호","경기도 고양시 일산동구 정발산로 24 (장항동) 8층, 814호",1,031-911-4858,,,일별,YES,등록
204-81-44666,(주)도인디아이디,김학염,제조업,간판,031-766-8763,doindid@hanmail.net,경기도 성남시 분당구 야탑동 366-3 서일빌딩 601호,경기도 성남시 분당구 야탑동 366-3 서일빌딩 601호,1,031-766-3003,010-2870-1031,,미분류,YES,등록
621-81-09525,(주)동부산컨트리클럽,최성필,서비스 소매,골프장 담배,055-388-1318,dongbusan@bill36524.com,경상남도 양산시 매곡외산로 282 (매곡동),경상남도 양산시 매곡외산로 282 (매곡동),1,010-9229-4285,010-9229-4285,,일별,YES,등록
314-81-84311,(주)동산기획,김진수,제조외,태극기외,042-537-1980,dongsan1902@hanmail.net,대전광역시 서구 월드컵대로484번길 187-50 (월평동),대전광역시 서구 월드컵대로484번길 187-50 (월평동),1,042-523-1983,,,미분류,YES,등록
304-81-15383,(주)동양프로젝트,심민수,제조.건설,광고물제작.실내외인테리어,043-646-3244,projectdy@hanmail.net,충청북도 제천시 명동 161-1,충청북도 제천시 명동 161-1,1,043-645-3244,,,미분류,YES,등록
305-81-01766,(주)동양합동상사,염윤수.송규한,도매업,주류,253-7586,ddyy355@naver.com,대전광역시 중구 성산로13번길 30 (안영동),대전광역시 중구 성산로13번길 30 (안영동),1,226-7581,,,미분류,YES,등록
412-81-29738,(주)동오,노영숙,건설외,전문건설하도급외,061-322-2334,ccoo2323@naver.com,전라남도 함평군 함평읍 기각리 807 동오기업,함평지점,0,061-322-2777,010-3646-2774,,"발행X,카드결재",YES,등록
114-81-35694,(주)동일토건,고재일,건설업,주택신축판매,041-579-9652,lsk7504@hanmail.net,충청남도 천안시 서북구 두정로 106 (두정동) 402호,충청남도 천안시 서북구 두정로 106 (두정동) 402호,1,041-577-0014,,,미분류,YES,등록
312-81-18061,(주)두합,류인희,건설업,철근콘크리트,041-566-6930,ch-3927@hanmail.net,충청남도 천안시 동남구 유량로 110 (유량동),충청남도 천안시 동남구 유량로 110 (유량동),1,041-555-3927,,,일별,YES,등록
317-81-05431,(주)드림티엔에스,주현석,제조 서비스,특수작업용장비 기술용역,042-933-8343,dreamtns@daum.net,대전광역시 유성구 탑립동 929,대전광역시 유성구 탑립동 929,1,042-933-2555,,,미분류,YES,등록
520-87-00728,(주)디딤돌,남승도,건설,주택수리,,namnam7220@hanmail.net,대전광역시 동구 우암로 305 (가양동),대전광역시 동구 우암로 305 (가양동),1,042-627-7220,,,"발행X,카드결재",YES,등록
807-87-00116,(주)디앤씨컴퍼니,최은서,제조업,플라스틱 제품,,dnc-01@daum.net,대전광역시 동구 선화로 187 (삼성동) 3층,대전광역시 동구 선화로 187 (삼성동) 3층,1,010-2234-9218,010-2234-9218,,"발행X,카드결재",YES,등록
107-86-74151,(주)디앤에이치아이,진갑선,제조업,복합소재응용을포함한각종제품,,potato48@dnhi.kr,충청북도 청주시 흥덕구 옥산면 환희리 95-2,충청북도 청주시 흥덕구 옥산면 환희리 95-2,1,043-268-0040,,,미분류,YES,등록
128-86-91967,(주)디자인반디,김원용,도매,환경조형물,,wykim2002@hanmail.net,경기도 고양시 일산동구 은행마을로 46-13 (식사동) 나동 201호,경기도 고양시 일산동구 은행마을로 46-13 (식사동) 나동 201호,1,010-2204-1025,010-2204-1025,,일별,YES,등록
502-86-28487,(주)디자인시선,채호병,"제조업,서비스업",광고물제작외,1544-7663,15448666@daum.net,대구광역시 동구 팔공로25길 68 (불로동),대구광역시 동구 팔공로25길 68 (불로동),1,010-5587-6270,,,일별,YES,등록
110-81-17530,(주)디젠,김정호,제조업,디지털프린터,032-515-5340,,인천광역시 부평구 부평대로297번길 73 (청천동),인천광역시 부평구 부평대로297번길 73 (청천동),1,032-510-3482,,,미분류,YES,등록
127-81-18162,(주)디지아이,최동호,제조,잉크젯및커팅플로터,,hojin.kwag@dgi-net.com,경기도 양주시 청담로 52 (고읍동),경기도 양주시 청담로 52 (고읍동),1,,,,일별,YES,등록
882-86-02122,(주)디포스트,박동구,서비스업,"광고기획,방송광고대행업,사진촬영업",070-4332-1712,dpost1004@naver.com,"충청북도 청주시 흥덕구 사운로280번길 9-1 (운천동, 삼일아파트) 상가동 302호","충청북도 청주시 흥덕구 사운로280번길 9-1 (운천동, 삼일아파트) 상가동 302호",1,043-254-7942,,,일별,YES,등록
317-81-33937,(주)라온플러스,최관운,제조업,간판및광고물 제조업,043-266-0016,kwanun@naver.com,충청북도 청주시 서원구 사북로 39-1 (사직동),우암지점,0,043-264-0014,010-8857-5254,,일별,YES,등록
106-81-23498,(주)롯데리아,노일식,도소매,식품,031-449-5566,la11067@lotte.net,서울특별시 용산구 한강대로71길 47 (갈월동),서울특별시 용산구 한강대로71길 47 (갈월동),1,031-447-0289,,,미분류,YES,등록
312-86-05727,(주)리버,김명환,도매,무역(중고자동차),041-565-4009,riverltd@unitel.co.kr,충청남도 천안시 서북구 천안대로 1198-29 (신당동) 101동 210호,충청남도 천안시 서북구 천안대로 1198-29 (신당동) 101동 210호,1,041-565-4005,010-8838-1934,,미분류,YES,등록
211-87-80814,(주)마카스,임현순,도매업,컴퓨터주변기기및소프트웨어,042-522-8584,sale3@marcus.co.kr,서울특별시 강남구 학동로 230 (논현동) 3층,서울특별시 강남구 학동로 230 (논현동) 3층,1,522-8582,010-3730-5823,,미분류,YES,등록
511-81-27226,(주)마크온탑,신승자,제조업,"섬유,의류,가방,벨트,텐트",,sj944874@naver.com,서울특별시 영등포구 여의대방로43나길 10-1 (신길동) 1층(신길동),서울특별시 영등포구 여의대방로43나길 10-1 (신길동) 1층(신길동),1,02-6242-9448,,,일별,YES,등록
885-87-01847,(주)메가기획센터,박종섭 맹정주,제조업,기타 인쇄업,041-338-2263,mega2212@naver.com,충청남도 예산군 삽교읍 산단3길 69 103호,예산삽교,0,041-338-2262,010-8473-6609,,일별,YES,등록
312-81-42130,(주)메디톡스,정현호,연구및개발업,연구개발용역,043-217-1557,shyoon2@medytox.com,충청북도 청주시 흥덕구 오송읍 오송생명6로 71 오송2공장,충청북도 청주시 흥덕구 오송읍 오송생명6로 71 오송2공장,1,042-717-9153,010-8861-2192,,일별,YES,등록
409-81-64777,(주)명진광고대행,정영곤,,,062-524-8760,,광주광역시 북구 하서로 811 (용전동),광주광역시 북구 하서로 811 (용전동),1,062-526-0246,011-609-0247,,미분류,YES,등록
617-81-60071,(주)모노디자인,윤경환,제조업,실사출력,,monodesign@nate.com,부산광역시 금정구 공단로50번길 1 (금사동) 3층,부산광역시 금정구 공단로50번길 1 (금사동) 3층,1,010-8248-6868,,,미분류,YES,등록
406-85-00506,(주)무주리조트,장해석,음식및숙박업외,호텔업외,063-320-7056,,전북특별자치도 무주군 설천면 심곡리 산43-15 무주리조트,전북특별자치도 무주군 설천면 심곡리 산43-15 무주리조트,1,063-320-7026,011-393-8512,,미분류,YES,등록
314-81-48542,(주)무지개토탈사인,조규식,제조업 건설업 도소매 서비,광고물제작 인쇄물 금속 창호 등,042-544-8114,q2248@naver.com,대전광역시 동구 물류로14번길 73-15 (구도동),대전광역시 동구 물류로14번길 73-15 (구도동),1,042-544-8111,,,미분류,YES,등록
307-81-05211,(주)미건의료기,이재화,제조 건설,의료용기기,041-865-6102,,세종특별자치시 연동면 응암리 666-5,세종특별자치시 연동면 응암리 666-5,1,041-864-1552,011-425-8673,,미분류,YES,등록
511-81-10633,(주)미도,봉종기,제조 건설,간판,054-553-5002,midoad@korea.com,경상북도 문경시 모전동 866-12,경상북도 문경시 모전동 866-12,1,054-552-3076,,,미분류,YES,등록
223-81-14799,(주)미래,김영욱,제조업,"전광판,광고용조명",,injero@nate.com,강원특별자치도 인제군 북면 원통로 74번길 10-6 (주)미래,강원특별자치도 인제군 북면 원통로 74번길 10-6 (주)미래,1,033-461-0022,010-5369-0005,,일별,YES,등록
306-81-34275,(주)미연,박민선,건설 제조업,도장공사,042-622-8877,76060818@hanmail.net,대전광역시 동구 삼성동 293-10,대전광역시 동구 삼성동 293-10,1,042-672-6746,010-9414-1445,,일별,YES,등록
503-81-60506,(주)보광아이엔티,차순자,제조,면직물 화섬직물,,,대구광역시 서구 국채보상로20길 24 (중리동),대구광역시 서구 국채보상로20길 24 (중리동),1,053-551-9901,010-3389-1484,,일별,YES,등록
312-81-36827,(주)보성산업,최정운,제조업,구조금속제품,041-576-6294,jinsan6294@hanmail.net,충청남도 천안시 동남구 신방남부길 3 (신방동),충청남도 천안시 동남구 신방남부길 3 (신방동),1,010-3418-6294,010-3418-6294,,미분류,YES,등록
104-86-38777,(주)부림엔에프,이우간,도매 및 소매업,생활용 섬유 및 실 도매업,02-2272-4442,,서울특별시 중구 동호로37길 20 A동 121호,서울특별시 중구 동호로37길 20 A동 121호,1,02-2266-4442,010-9186-0060,,미분류,YES,등록
514-81-66999,(주)비슬광고공사,곽병일,도소매업,행사용품,053-611-5482,bisul7557@hanmail.net,대구광역시 달성군 현풍읍 비슬로127길 16,대구현풍,0,053-611-7557,,,일별,YES,등록
408-81-50514,(주)비앤애드,진성용,제조,인쇄 간판,062-223-3351,8987@hanmail.net,광주광역시 동구 문화전당로23번길 5-24 (남동),광주광역시 동구 문화전당로23번길 5-24 (남동),1,010-3609-6700,010-3609-6700,,일별,YES,등록
118-81-15986,(주)삼구개발,구자관,서비스.건설,전기공사.시설,,,서울특별시 중구 청계천로 100 (수표동) 시그니쳐타워 동관 6층,서울특별시 중구 청계천로 100 (수표동) 시그니쳐타워 동관 6층,1,043-236-1100,016-446-4477,,미분류,YES,등록
109-86-19246,(주)삼도애드,홍성중,제조업,"광고물,실사출력",031-932-2684,samdo777@naver.com,경기도 고양시 일산서구 대화로37번길 134 (법곳동),경기도 고양시 일산서구 대화로37번길 134 (법곳동),1,031-932-2688,010-6227-9147,,일별,YES,등록
109-81-33879,(주)삼원종합주택,임휘일,음식및숙박업.부동산,호텔업.임대,,,서울특별시 강서구 염창동 261-4,서울특별시 강서구 염창동 261-4,1,,,,미분류,YES,등록
220-86-71312,(주)상상공장,최태규,서비스 제조업,광고대행 출판,,ebwpd@paran.com,서울특별시 마포구 연남동 226-23 2층,서울특별시 마포구 연남동 226-23 2층,1,,,,미분류,YES,등록
134-81-34990,(주)서울경금속,이대훈,제조업,알루미늄,041-352-6061,,인천광역시 남동구 호구포로 97 (고잔동),인천광역시 남동구 호구포로 97 (고잔동),1,1899-7709,,,미분류,YES,등록
304-81-29795,(주)선진,김선중,건설,금속구조물,,sjad7204@hanmail.net,충청북도 제천시 내토로 381 (서부동),충청북도 제천시 내토로 381 (서부동),1,043-646-7204,010-5485-2968,,미분류,YES,등록
317-81-31924,(주)세종테크놀러지,변영수,도매및소매,측량기자재,043-258-5300,kyt4346@empal.com,충청북도 청주시 청원구 직지대로832번길 28 (우암동) 1층,충청북도 청주시 청원구 직지대로832번길 28 (우암동) 1층,1,043-256-4346,,,미분류,YES,등록
418-81-52751,(주)세진아트,구문기,서비스,옥외광고,063-279-0011,sj2790000@daum.net,전북특별자치도 전주시 덕진구 동부대로 963 (송천동2가) 2층,전북특별자치도 전주시 덕진구 동부대로 963 (송천동2가) 2층,1,063-279-0000,010-5305-0551,,미분류,YES,등록
417-81-32179,(주)소리기획,임호상,서비스,이벤트대행,061-654-4600,sorif@hanmail.net,전라남도 여수시 여서동 224-7,전라남도 여수시 여서동 224-7,1,061-654-7888,010-8618-2012,,미분류,YES,등록
527-86-03113,(주)숲과도시,김성민,제조업,우드사인,033-572-5786,33855785@hanmail.net,강원특별자치도 삼척시 근덕면 본동길 21-158,강원특별자치도 삼척시 근덕면 본동길 21-158,1,033-572-5785,,,일별,YES,등록
114-81-86626,(주)시공데코,이숙희,제조,광고물제작,031-726-0518,seego0515@naver.com,경기도 광주시 신현동 385,경기도 광주시 신현동 385,1,031-726-0515,010-4328-9460,,미분류,YES,등록
401-81-42541,(주)신세계종합유통,송기승,도소매,기념품 의류 사무용품 안전용품,063-452-4086,sin4086@hanmail.net,전북특별자치도 군산시 조촌동 859-4,동군산,0,063-462-4088,010-7650-5000,,일별,YES,등록
227-81-07567,(주)신용광고공사,김기덕,건설,철물공사,033-682-7232,z7230@hanmail.net,강원특별자치도 고성군 간성읍 수성로 128,강원특별자치도 고성군 간성읍 수성로 128,1,033-682-7230,,,미분류,YES,등록
774-81-00584,(주)신한이앤지,최임국,건설업,전기공사업,042-583-0290,ajs1103@naver.com,대전광역시 중구 대둔산로 202 (안영동),대전광역시 중구 대둔산로 202 (안영동),1,042-583-0291,,,미분류,YES,등록
314-81-95313,(주)신화기획,유오목,제조,옥외광고,,sj5267@nate.com,대전광역시 서구 중반7길 11 (변동),대전광역시 서구 중반7길 11 (변동),1,010-4401-4264,010-4401-4264,,일별,YES,등록
405-86-02279,(주)썬이엔피,김미숙,제조업,구조물,041-734-8995,sunenp@naver.com,충청남도 논산시 연산면 계백로 2561,충청남도 논산시 연산면 계백로 2561,1,041-734-8996,,,미분류,YES,등록
306-81-24194,(주)씨애치씨랩,차형철,제조.도매.부동산,환경기초설비배양실냉동실,042-933-0039,chclab@bill36524.com,대전광역시 유성구 용산동 520-1,대전광역시 유성구 용산동 520-1,1,042-933-0036,011-1780-6653,,미분류,YES,등록
312-86-45281,(주)아이누리커뮤니케이션,김영래,전문과학기술서비스,광고디자인,041-542-9771,bill@inuri.biz,충청남도 아산시 번영로 105-2 (온천동),충청남도 아산시 번영로 105-2 (온천동),1,041-532-0309,010-9416-7862,,미분류,YES,등록
501-81-23451,(주)아이씨케이,김남주,제조,전자화폐,053-592-3438,ickorea@bill36524.com,대구광역시 달서구 호산동로7길 17 (호림동),대구광역시 달서구 호산동로7길 17 (호림동),1,053-592-3433,,,미분류,YES,등록
214-81-94746,(주)아트카오스,김재훈,서비스 건설,전시및 행사대행,,dmsrb81@naver.com,서울특별시 영등포구 당산동3가 2-7 코레일유통 사옥 홍익상가 213호,서울특별시 영등포구 당산동3가 2-7 코레일유통 사옥 홍익상가 213호,1,,,,미분류,YES,등록
126-81-85561,(주)안영전기공사,박선자,건설업,전기공사업,042-274-0516,ds3grq@hanafos.com,대전광역시 중구 대둔산로 390 (산성동) 3층,대전광역시 중구 대둔산로 390 (산성동) 3층,1,042-274-0515,,,미분류,YES,등록
130-86-58485,(주)애니룩스,고예름,제조업,"엘이디모듈, 전기전자부품",054-552-2347,goareum888@naver.com,경상북도 문경시 신기산단2길 5 (신기동),문경 흥덕점,0,054-553-2666,010-5339-2665,,월별,YES,등록
502-81-63548,(주)애드메이저,조두석,서비스,광고업.광고대행외,053-744-9005,,대구광역시 동구 신천동 317-3 유진빌딩 602호,대구광역시 동구 신천동 317-3 유진빌딩 602호,1,053-751-5488,010-7170-7694,,미분류,YES,등록
305-81-37658,(주)앤에스,김철진,제조 서비스,터보기기 엔진 항공정비장비 소프,042-865-7307,ooj129@nskor.com,대전광역시 유성구 탑립동 825,대전광역시 유성구 탑립동 825,1,042-865-7429,,,일별,YES,등록
505-81-37020,(주)양우이앤씨,추은호,건설,도장공사,042-274-7204,yangwoo7204@hanmail.net,대전광역시 동구 새울로 67 (용운동),대전광역시 동구 새울로 67 (용운동),1,042-273-7204,,,일별,YES,등록
312-81-41747,(주)에덴공사,임기창,제조,간판제작,041-573-5782,edn04@hanmail.net,충청남도 천안시 서북구 쌍용동 533-1 (주)에덴광고,충청남도 천안시 서북구 쌍용동 533-1 (주)에덴광고,1,041-573-5739,010-6434-0488,,미분류,YES,등록
314-81-27756,(주)에스에이치몰,"박희성,박대용",도매,문구,042-487-1845,tax@shmall.net,대전광역시 동구 중동 10-12 에스에이치몰,대전광역시 동구 중동 10-12 에스에이치몰,1,1577-1845,010-9790-4583010-8728-0322,,일별,YES,등록
